index,image,label,encoded_label
170,./dataset/dog/6534.jpg,dog,1
171,./dataset/dog/4847.jpg,dog,1
172,./dataset/dog/5556.jpg,dog,1
173,./dataset/dog/10134.jpg,dog,1
174,./dataset/dog/2613.jpg,dog,1
175,./dataset/dog/6231.jpg,dog,1
176,./dataset/dog/8534.jpg,dog,1
177,./dataset/dog/1306.jpg,dog,1
178,./dataset/dog/2147.jpg,dog,1
179,./dataset/dog/8118.jpg,dog,1
180,./dataset/dog/7075.jpg,dog,1
181,./dataset/dog/1971.jpg,dog,1
182,./dataset/dog/9807.jpg,dog,1
183,./dataset/dog/8153.jpg,dog,1
184,./dataset/dog/1186.jpg,dog,1
185,./dataset/dog/10542.jpg,dog,1
186,./dataset/dog/193.jpg,dog,1
187,./dataset/dog/4810.jpg,dog,1
188,./dataset/dog/5539.jpg,dog,1
189,./dataset/dog/12255.jpg,dog,1
190,./dataset/dog/10104.jpg,dog,1
191,./dataset/dog/11508.jpg,dog,1
192,./dataset/dog/10197.jpg,dog,1
193,./dataset/dog/2634.jpg,dog,1
194,./dataset/dog/6555.jpg,dog,1
195,./dataset/dog/5163.jpg,dog,1
196,./dataset/dog/5754.jpg,dog,1
197,./dataset/dog/11864.jpg,dog,1
198,./dataset/dog/2399.jpg,dog,1
199,./dataset/dog/6696.jpg,dog,1
200,./dataset/dog/12073.jpg,dog,1
201,./dataset/dog/9566.jpg,dog,1
202,./dataset/dog/6784.jpg,dog,1
203,./dataset/dog/9885.jpg,dog,1
204,./dataset/dog/2174.jpg,dog,1
205,./dataset/dog/8207.jpg,dog,1
206,./dataset/dog/764.jpg,dog,1
207,./dataset/dog/11420.jpg,dog,1
208,./dataset/dog/10155.jpg,dog,1
209,./dataset/dog/1472.jpg,dog,1
210,./dataset/dog/6252.jpg,dog,1
211,./dataset/dog/9141.jpg,dog,1
212,./dataset/dog/2321.jpg,dog,1
213,./dataset/dog/3971.jpg,dog,1
214,./dataset/dog/7691.jpg,dog,1
215,./dataset/dog/9248.jpg,dog,1
216,./dataset/dog/3952.jpg,dog,1
217,./dataset/dog/7.jpg,dog,1
218,./dataset/dog/10176.jpg,dog,1
219,./dataset/dog/9118.jpg,dog,1
220,./dataset/dog/10062.jpg,dog,1
221,./dataset/dog/6629.jpg,dog,1
222,./dataset/dog/6538.jpg,dog,1
223,./dataset/dog/6171.jpg,dog,1
224,./dataset/dog/2731.jpg,dog,1
225,./dataset/dog/9199.jpg,dog,1
226,./dataset/dog/6685.jpg,dog,1
227,./dataset/dog/3750.jpg,dog,1
228,./dataset/dog/4113.jpg,dog,1
229,./dataset/dog/8644.jpg,dog,1
230,./dataset/dog/10749.jpg,dog,1
231,./dataset/dog/4453.jpg,dog,1
232,./dataset/dog/9980.jpg,dog,1
233,./dataset/dog/4595.jpg,dog,1
234,./dataset/dog/3293.jpg,dog,1
235,./dataset/dog/3419.jpg,dog,1
236,./dataset/dog/8425.jpg,dog,1
237,./dataset/dog/6406.jpg,dog,1
238,./dataset/dog/10260.jpg,dog,1
239,./dataset/dog/5442.jpg,dog,1
240,./dataset/dog/606.jpg,dog,1
241,./dataset/dog/10068.jpg,dog,1
242,./dataset/dog/7054.jpg,dog,1
243,./dataset/dog/7371.jpg,dog,1
244,./dataset/dog/4999.jpg,dog,1
245,./dataset/dog/7606.jpg,dog,1
246,./dataset/dog/6842.jpg,dog,1
247,./dataset/dog/5314.jpg,dog,1
248,./dataset/dog/5510.jpg,dog,1
249,./dataset/dog/2691.jpg,dog,1
250,./dataset/dog/10583.jpg,dog,1
251,./dataset/dog/8204.jpg,dog,1
252,./dataset/dog/5554.jpg,dog,1
253,./dataset/dog/6314.jpg,dog,1
254,./dataset/dog/2161.jpg,dog,1
255,./dataset/dog/9338.jpg,dog,1
256,./dataset/dog/4261.jpg,dog,1
257,./dataset/dog/6627.jpg,dog,1
258,./dataset/dog/11356.jpg,dog,1
259,./dataset/dog/1978.jpg,dog,1
260,./dataset/dog/10121.jpg,dog,1
261,./dataset/dog/5850.jpg,dog,1
262,./dataset/dog/1295.jpg,dog,1
263,./dataset/dog/4075.jpg,dog,1
264,./dataset/dog/3813.jpg,dog,1
265,./dataset/dog/8921.jpg,dog,1
266,./dataset/dog/5957.jpg,dog,1
267,./dataset/dog/9269.jpg,dog,1
268,./dataset/dog/3221.jpg,dog,1
269,./dataset/dog/1586.jpg,dog,1
270,./dataset/dog/474.jpg,dog,1
271,./dataset/dog/11102.jpg,dog,1
272,./dataset/dog/1537.jpg,dog,1
273,./dataset/dog/10671.jpg,dog,1
274,./dataset/dog/5843.jpg,dog,1
275,./dataset/dog/4084.jpg,dog,1
276,./dataset/dog/2769.jpg,dog,1
277,./dataset/dog/7979.jpg,dog,1
278,./dataset/dog/11235.jpg,dog,1
279,./dataset/dog/8660.jpg,dog,1
280,./dataset/dog/5020.jpg,dog,1
281,./dataset/dog/10316.jpg,dog,1
282,./dataset/dog/1724.jpg,dog,1
283,./dataset/dog/964.jpg,dog,1
284,./dataset/dog/11580.jpg,dog,1
285,./dataset/dog/3158.jpg,dog,1
286,./dataset/dog/1152.jpg,dog,1
287,./dataset/dog/11002.jpg,dog,1
288,./dataset/dog/7326.jpg,dog,1
289,./dataset/dog/11522.jpg,dog,1
290,./dataset/dog/1325.jpg,dog,1
291,./dataset/dog/9301.jpg,dog,1
292,./dataset/dog/10989.jpg,dog,1
293,./dataset/dog/12460.jpg,dog,1
294,./dataset/dog/5470.jpg,dog,1
295,./dataset/dog/5192.jpg,dog,1
296,./dataset/dog/10750.jpg,dog,1
297,./dataset/dog/9679.jpg,dog,1
298,./dataset/dog/10185.jpg,dog,1
299,./dataset/dog/3790.jpg,dog,1
300,./dataset/dog/93.jpg,dog,1
301,./dataset/dog/6150.jpg,dog,1
302,./dataset/dog/11814.jpg,dog,1
303,./dataset/dog/8555.jpg,dog,1
304,./dataset/dog/11635.jpg,dog,1
305,./dataset/dog/5391.jpg,dog,1
306,./dataset/dog/7890.jpg,dog,1
307,./dataset/dog/2005.jpg,dog,1
308,./dataset/dog/8862.jpg,dog,1
309,./dataset/dog/11015.jpg,dog,1
310,./dataset/dog/5577.jpg,dog,1
311,./dataset/dog/2218.jpg,dog,1
312,./dataset/dog/5620.jpg,dog,1
313,./dataset/dog/7699.jpg,dog,1
314,./dataset/dog/7788.jpg,dog,1
315,./dataset/dog/2038.jpg,dog,1
316,./dataset/dog/5261.jpg,dog,1
317,./dataset/dog/9154.jpg,dog,1
318,./dataset/dog/2055.jpg,dog,1
319,./dataset/dog/722.jpg,dog,1
320,./dataset/dog/10894.jpg,dog,1
321,./dataset/dog/6997.jpg,dog,1
322,./dataset/dog/1214.jpg,dog,1
323,./dataset/dog/7927.jpg,dog,1
324,./dataset/dog/8781.jpg,dog,1
325,./dataset/dog/1458.jpg,dog,1
326,./dataset/dog/2215.jpg,dog,1
327,./dataset/dog/1079.jpg,dog,1
328,./dataset/dog/8976.jpg,dog,1
329,./dataset/dog/3585.jpg,dog,1
330,./dataset/dog/7925.jpg,dog,1
331,./dataset/dog/4146.jpg,dog,1
332,./dataset/dog/9815.jpg,dog,1
333,./dataset/dog/257.jpg,dog,1
334,./dataset/dog/12088.jpg,dog,1
335,./dataset/dog/1334.jpg,dog,1
336,./dataset/dog/928.jpg,dog,1
337,./dataset/dog/2784.jpg,dog,1
338,./dataset/dog/12295.jpg,dog,1
339,./dataset/dog/7613.jpg,dog,1
340,./dataset/dog/10140.jpg,dog,1
341,./dataset/dog/9603.jpg,dog,1
342,./dataset/dog/6584.jpg,dog,1
343,./dataset/dog/2481.jpg,dog,1
344,./dataset/dog/9526.jpg,dog,1
345,./dataset/dog/5382.jpg,dog,1
346,./dataset/dog/2507.jpg,dog,1
347,./dataset/dog/1511.jpg,dog,1
348,./dataset/dog/11634.jpg,dog,1
349,./dataset/dog/2475.jpg,dog,1
350,./dataset/dog/8640.jpg,dog,1
351,./dataset/dog/6516.jpg,dog,1
352,./dataset/dog/7542.jpg,dog,1
353,./dataset/dog/8840.jpg,dog,1
354,./dataset/dog/2560.jpg,dog,1
355,./dataset/dog/6000.jpg,dog,1
356,./dataset/dog/8368.jpg,dog,1
357,./dataset/dog/11157.jpg,dog,1
358,./dataset/dog/198.jpg,dog,1
359,./dataset/dog/7236.jpg,dog,1
360,./dataset/dog/7017.jpg,dog,1
361,./dataset/dog/12281.jpg,dog,1
362,./dataset/dog/3267.jpg,dog,1
363,./dataset/dog/2097.jpg,dog,1
364,./dataset/dog/2093.jpg,dog,1
365,./dataset/dog/11772.jpg,dog,1
366,./dataset/dog/8944.jpg,dog,1
367,./dataset/dog/6475.jpg,dog,1
368,./dataset/dog/10082.jpg,dog,1
369,./dataset/dog/3383.jpg,dog,1
370,./dataset/dog/3792.jpg,dog,1
371,./dataset/dog/992.jpg,dog,1
372,./dataset/dog/9003.jpg,dog,1
373,./dataset/dog/12070.jpg,dog,1
374,./dataset/dog/4382.jpg,dog,1
375,./dataset/dog/4002.jpg,dog,1
376,./dataset/dog/5738.jpg,dog,1
377,./dataset/dog/8617.jpg,dog,1
378,./dataset/dog/12093.jpg,dog,1
379,./dataset/dog/10812.jpg,dog,1
380,./dataset/dog/7586.jpg,dog,1
381,./dataset/dog/1907.jpg,dog,1
382,./dataset/dog/3637.jpg,dog,1
383,./dataset/dog/6882.jpg,dog,1
384,./dataset/dog/9194.jpg,dog,1
385,./dataset/dog/2368.jpg,dog,1
386,./dataset/dog/122.jpg,dog,1
387,./dataset/dog/9669.jpg,dog,1
388,./dataset/dog/4940.jpg,dog,1
389,./dataset/dog/2299.jpg,dog,1
390,./dataset/dog/5953.jpg,dog,1
391,./dataset/dog/5184.jpg,dog,1
392,./dataset/dog/6848.jpg,dog,1
393,./dataset/dog/1784.jpg,dog,1
394,./dataset/dog/754.jpg,dog,1
395,./dataset/dog/7724.jpg,dog,1
396,./dataset/dog/7540.jpg,dog,1
397,./dataset/dog/12253.jpg,dog,1
398,./dataset/dog/6020.jpg,dog,1
399,./dataset/dog/500.jpg,dog,1
400,./dataset/dog/4285.jpg,dog,1
401,./dataset/dog/7357.jpg,dog,1
402,./dataset/dog/2669.jpg,dog,1
403,./dataset/dog/2836.jpg,dog,1
404,./dataset/dog/970.jpg,dog,1
405,./dataset/dog/4834.jpg,dog,1
406,./dataset/dog/12499.jpg,dog,1
407,./dataset/dog/8112.jpg,dog,1
408,./dataset/dog/2178.jpg,dog,1
409,./dataset/dog/12335.jpg,dog,1
410,./dataset/dog/2437.jpg,dog,1
411,./dataset/dog/11303.jpg,dog,1
412,./dataset/dog/29.jpg,dog,1
413,./dataset/dog/8624.jpg,dog,1
414,./dataset/dog/6239.jpg,dog,1
415,./dataset/dog/9104.jpg,dog,1
416,./dataset/dog/4967.jpg,dog,1
417,./dataset/dog/12068.jpg,dog,1
418,./dataset/dog/1965.jpg,dog,1
419,./dataset/dog/226.jpg,dog,1
420,./dataset/dog/12219.jpg,dog,1
421,./dataset/dog/7306.jpg,dog,1
422,./dataset/dog/4701.jpg,dog,1
423,./dataset/dog/1816.jpg,dog,1
424,./dataset/dog/5835.jpg,dog,1
425,./dataset/dog/10670.jpg,dog,1
426,./dataset/dog/5992.jpg,dog,1
427,./dataset/dog/3186.jpg,dog,1
428,./dataset/dog/4455.jpg,dog,1
429,./dataset/dog/10318.jpg,dog,1
430,./dataset/dog/4432.jpg,dog,1
431,./dataset/dog/9922.jpg,dog,1
432,./dataset/dog/3508.jpg,dog,1
433,./dataset/dog/8136.jpg,dog,1
434,./dataset/dog/4664.jpg,dog,1
435,./dataset/dog/4588.jpg,dog,1
436,./dataset/dog/5940.jpg,dog,1
437,./dataset/dog/7308.jpg,dog,1
438,./dataset/dog/371.jpg,dog,1
439,./dataset/dog/390.jpg,dog,1
440,./dataset/dog/3556.jpg,dog,1
441,./dataset/dog/6535.jpg,dog,1
442,./dataset/dog/9010.jpg,dog,1
443,./dataset/dog/7907.jpg,dog,1
444,./dataset/dog/6793.jpg,dog,1
445,./dataset/dog/5982.jpg,dog,1
446,./dataset/dog/1506.jpg,dog,1
447,./dataset/dog/8960.jpg,dog,1
448,./dataset/dog/8216.jpg,dog,1
449,./dataset/dog/1532.jpg,dog,1
450,./dataset/dog/10564.jpg,dog,1
451,./dataset/dog/4747.jpg,dog,1
452,./dataset/dog/11639.jpg,dog,1
453,./dataset/dog/10577.jpg,dog,1
454,./dataset/dog/1003.jpg,dog,1
455,./dataset/dog/5798.jpg,dog,1
456,./dataset/dog/9852.jpg,dog,1
457,./dataset/dog/9049.jpg,dog,1
458,./dataset/dog/7454.jpg,dog,1
459,./dataset/dog/2157.jpg,dog,1
460,./dataset/dog/10704.jpg,dog,1
461,./dataset/dog/2915.jpg,dog,1
462,./dataset/dog/10429.jpg,dog,1
463,./dataset/dog/5705.jpg,dog,1
464,./dataset/dog/5244.jpg,dog,1
465,./dataset/dog/4724.jpg,dog,1
466,./dataset/dog/8396.jpg,dog,1
467,./dataset/dog/6556.jpg,dog,1
468,./dataset/dog/2603.jpg,dog,1
469,./dataset/dog/3844.jpg,dog,1
470,./dataset/dog/6015.jpg,dog,1
471,./dataset/dog/3737.jpg,dog,1
472,./dataset/dog/6592.jpg,dog,1
473,./dataset/dog/12081.jpg,dog,1
474,./dataset/dog/12271.jpg,dog,1
475,./dataset/dog/10801.jpg,dog,1
476,./dataset/dog/1726.jpg,dog,1
477,./dataset/dog/6910.jpg,dog,1
478,./dataset/dog/2666.jpg,dog,1
479,./dataset/dog/9088.jpg,dog,1
480,./dataset/dog/11271.jpg,dog,1
481,./dataset/dog/9868.jpg,dog,1
482,./dataset/dog/16.jpg,dog,1
483,./dataset/dog/7325.jpg,dog,1
484,./dataset/dog/7915.jpg,dog,1
485,./dataset/dog/2978.jpg,dog,1
486,./dataset/dog/2626.jpg,dog,1
487,./dataset/dog/5260.jpg,dog,1
488,./dataset/dog/1584.jpg,dog,1
489,./dataset/dog/6246.jpg,dog,1
490,./dataset/dog/10174.jpg,dog,1
491,./dataset/dog/3715.jpg,dog,1
492,./dataset/dog/7295.jpg,dog,1
493,./dataset/dog/1968.jpg,dog,1
494,./dataset/dog/9218.jpg,dog,1
495,./dataset/dog/7812.jpg,dog,1
496,./dataset/dog/10228.jpg,dog,1
497,./dataset/dog/8235.jpg,dog,1
498,./dataset/dog/1509.jpg,dog,1
499,./dataset/dog/11364.jpg,dog,1
500,./dataset/dog/5518.jpg,dog,1
501,./dataset/dog/5333.jpg,dog,1
502,./dataset/dog/2903.jpg,dog,1
503,./dataset/dog/2044.jpg,dog,1
504,./dataset/dog/3474.jpg,dog,1
505,./dataset/dog/4026.jpg,dog,1
506,./dataset/dog/1264.jpg,dog,1
507,./dataset/dog/8891.jpg,dog,1
508,./dataset/dog/748.jpg,dog,1
509,./dataset/dog/3433.jpg,dog,1
510,./dataset/dog/7980.jpg,dog,1
511,./dataset/dog/10844.jpg,dog,1
512,./dataset/dog/11345.jpg,dog,1
513,./dataset/dog/2889.jpg,dog,1
514,./dataset/dog/7275.jpg,dog,1
515,./dataset/dog/3382.jpg,dog,1
516,./dataset/dog/5033.jpg,dog,1
517,./dataset/dog/6880.jpg,dog,1
518,./dataset/dog/2083.jpg,dog,1
519,./dataset/dog/7548.jpg,dog,1
520,./dataset/dog/10391.jpg,dog,1
521,./dataset/dog/10395.jpg,dog,1
522,./dataset/dog/10872.jpg,dog,1
523,./dataset/dog/12258.jpg,dog,1
524,./dataset/dog/9488.jpg,dog,1
525,./dataset/dog/3418.jpg,dog,1
526,./dataset/dog/2502.jpg,dog,1
527,./dataset/dog/7071.jpg,dog,1
528,./dataset/dog/5917.jpg,dog,1
529,./dataset/dog/568.jpg,dog,1
530,./dataset/dog/6192.jpg,dog,1
531,./dataset/dog/307.jpg,dog,1
532,./dataset/dog/614.jpg,dog,1
533,./dataset/dog/8686.jpg,dog,1
534,./dataset/dog/7026.jpg,dog,1
535,./dataset/dog/7835.jpg,dog,1
536,./dataset/dog/2947.jpg,dog,1
537,./dataset/dog/796.jpg,dog,1
538,./dataset/dog/6031.jpg,dog,1
539,./dataset/dog/4700.jpg,dog,1
540,./dataset/dog/4798.jpg,dog,1
541,./dataset/dog/5426.jpg,dog,1
542,./dataset/dog/1296.jpg,dog,1
543,./dataset/dog/3146.jpg,dog,1
544,./dataset/dog/7615.jpg,dog,1
545,./dataset/dog/3740.jpg,dog,1
546,./dataset/dog/9090.jpg,dog,1
547,./dataset/dog/10723.jpg,dog,1
548,./dataset/dog/3657.jpg,dog,1
549,./dataset/dog/905.jpg,dog,1
550,./dataset/dog/393.jpg,dog,1
551,./dataset/dog/4857.jpg,dog,1
552,./dataset/dog/5194.jpg,dog,1
553,./dataset/dog/2487.jpg,dog,1
554,./dataset/dog/11117.jpg,dog,1
555,./dataset/dog/560.jpg,dog,1
556,./dataset/dog/1524.jpg,dog,1
557,./dataset/dog/3149.jpg,dog,1
558,./dataset/dog/8503.jpg,dog,1
559,./dataset/dog/3103.jpg,dog,1
560,./dataset/dog/8907.jpg,dog,1
561,./dataset/dog/9840.jpg,dog,1
562,./dataset/dog/7356.jpg,dog,1
563,./dataset/dog/4676.jpg,dog,1
564,./dataset/dog/9280.jpg,dog,1
565,./dataset/dog/2292.jpg,dog,1
566,./dataset/dog/4478.jpg,dog,1
567,./dataset/dog/3058.jpg,dog,1
568,./dataset/dog/4023.jpg,dog,1
569,./dataset/dog/9841.jpg,dog,1
570,./dataset/dog/942.jpg,dog,1
571,./dataset/dog/5848.jpg,dog,1
572,./dataset/dog/5269.jpg,dog,1
573,./dataset/dog/11336.jpg,dog,1
574,./dataset/dog/483.jpg,dog,1
575,./dataset/dog/7263.jpg,dog,1
576,./dataset/dog/555.jpg,dog,1
577,./dataset/dog/90.jpg,dog,1
578,./dataset/dog/6554.jpg,dog,1
579,./dataset/dog/2094.jpg,dog,1
580,./dataset/dog/573.jpg,dog,1
581,./dataset/dog/9174.jpg,dog,1
582,./dataset/dog/11541.jpg,dog,1
583,./dataset/dog/9439.jpg,dog,1
584,./dataset/dog/5947.jpg,dog,1
585,./dataset/dog/11022.jpg,dog,1
586,./dataset/dog/3496.jpg,dog,1
587,./dataset/dog/11998.jpg,dog,1
588,./dataset/dog/6106.jpg,dog,1
589,./dataset/dog/7398.jpg,dog,1
590,./dataset/dog/2630.jpg,dog,1
591,./dataset/dog/594.jpg,dog,1
592,./dataset/dog/1727.jpg,dog,1
593,./dataset/dog/3976.jpg,dog,1
594,./dataset/dog/10560.jpg,dog,1
595,./dataset/dog/4048.jpg,dog,1
596,./dataset/dog/7864.jpg,dog,1
597,./dataset/dog/4395.jpg,dog,1
598,./dataset/dog/9582.jpg,dog,1
599,./dataset/dog/10685.jpg,dog,1
600,./dataset/dog/10773.jpg,dog,1
601,./dataset/dog/10450.jpg,dog,1
602,./dataset/dog/4706.jpg,dog,1
603,./dataset/dog/4658.jpg,dog,1
604,./dataset/dog/8491.jpg,dog,1
605,./dataset/dog/7187.jpg,dog,1
606,./dataset/dog/11718.jpg,dog,1
607,./dataset/dog/11431.jpg,dog,1
608,./dataset/dog/5922.jpg,dog,1
609,./dataset/dog/4634.jpg,dog,1
610,./dataset/dog/9646.jpg,dog,1
611,./dataset/dog/7940.jpg,dog,1
612,./dataset/dog/8252.jpg,dog,1
613,./dataset/dog/10545.jpg,dog,1
614,./dataset/dog/3210.jpg,dog,1
615,./dataset/dog/5837.jpg,dog,1
616,./dataset/dog/9731.jpg,dog,1
617,./dataset/dog/5471.jpg,dog,1
618,./dataset/dog/9378.jpg,dog,1
619,./dataset/dog/4521.jpg,dog,1
620,./dataset/dog/9302.jpg,dog,1
621,./dataset/dog/174.jpg,dog,1
622,./dataset/dog/6433.jpg,dog,1
623,./dataset/dog/4670.jpg,dog,1
624,./dataset/dog/8337.jpg,dog,1
625,./dataset/dog/12199.jpg,dog,1
626,./dataset/dog/4227.jpg,dog,1
627,./dataset/dog/12322.jpg,dog,1
628,./dataset/dog/4538.jpg,dog,1
629,./dataset/dog/6038.jpg,dog,1
630,./dataset/dog/10851.jpg,dog,1
631,./dataset/dog/4283.jpg,dog,1
632,./dataset/dog/9097.jpg,dog,1
633,./dataset/dog/8186.jpg,dog,1
634,./dataset/dog/2750.jpg,dog,1
635,./dataset/dog/11089.jpg,dog,1
636,./dataset/dog/6640.jpg,dog,1
